ID,Volume,Part,Page,Date,Date_cleaned,Date_certainty,Author,Author_certainty,Author_Wkdt,sex or gender,VIAF cluster ID,Title,Imprint,Quotation,Headnote,Index_category,language
part4_p54_a2,Vol.3,Part IV,p54-55,1600.,1600,high,"Thynne, Francis.",high,Francis Thynne,male,18317699,"Emblemes and Epigrams,","epigram 61. [The autograph MS. has dedication dated 1600. (Ed. F. J. Furnivall, E.E.T.S., 1876, p. 82.)","[Rollins 51.]
ffor in this cottage rurall muse doth reste;
here dwelleth Cherill, and Topas the Knighte,",,,en
part4_p55_a1,Vol.3,Part IV,p55,[1600?],[1600?],low,Unknown.,low,Unknown,,,A ballad of Cresus,"[i.e. Cressida; in the Percy Folio MS.] (Ed. Hales and Furnivall, vol. iii, pp. 301-2.)","[st. 1]
Cressus : was the ffairest of Troye,
[Rollins 50.]
whom Troylus did loue!
the Knight was kind, & shee was coy,
no words nor worthes cold moue,
till Pindaurus soe playd his part
that the Knight obtained her hart...",,"works,otherSeparateWorks,troilus",en
part4_p55_a3,Vol.3,Part IV,p55,1602.,1602,high,"Scott, Robert, Junior Dean of Trinity College, Cambridge.",high,"Scott, Robert, Junior Dean of Trinity College, Cambridge.",male,,Sermon,"[quoted by John Manningham in his Diary for 1602, (ed. J. Bruce, Camden Soc., 1868, p. 11).]","All our new corne comes out of old feilds, and all our
[Rollins 52.]
new learning is gathered out of old bookes. (Chaucer.)
[Parl. Foules, ll. 22-25.]",,,en
part4_p55_a4,Vol.3,Part IV,p55,1603.,1603,high,"H[arsnet], S[amuel].",medium,Samuel Harsnett,male,72198248,"A Declaration of egregious Popish Impostures,","pp. 12, 25.","[Rollins 53.]
[p.12] Trayford cryes out by the way water, water, as the Frier
[sic] did that by Absolon in Chawcer was scalded.  ...
[Milleres Tale, Il. 620 T.]
[p. 25] [""Cressida,” meaning a mistress.]","[See also above, vol. i, p. 178.]","works,otherSeparateWorks,troilus",en
part4_p56_a1,Vol.3,Part IV,p56,[1603?],[1603?],low,"Shakespeare, William.",high,William Shakespeare,male,96994048,Troilus and Cressida,"[written about 1603. For Shakespeare’s debt to Chaucer see H. E. Rollins, “The Troilus-Cressida Story from Chaucer to Shakespeare,"" in the Publications of the Modern Language Association of America, Sept. 1917, vol. xxxii, pp. 383-429].",,,"works,otherSeparateWorks,troilus/works,otherSeparateWorks,troilus",N/A
part4_p56_a2,Vol.3,Part IV,p56,[c. 1604.],[c. 1604],low,"[Fowler, William?]",low,William Fowler,male,75950746,[The Laste Epistle of Creseyd to Troyalus.],"(Works, ed. H. W. Meikle, Scottish Text Society, 1914, vol. i, pp. 379-387.)","[Rollins 54.]
[This curious poem aims at completing Henryson's Testa¬
ment, to which it is chiefly indebted. It retells Henryson's
story, with various borrowings from Chaucer and, apparently,
from Lydgate’s Troy Book.]",,"works,otherSeparateWorks,troilus",en
part4_p56_a3,Vol.3,Part IV,p56,1604.,1604,high,Unknown.,low,Unknown,,,"A Pleasant Comoedie, Wherein is merily shewen : The wit of a Woman,","sig. E 4b (Malone soc. reprint, 1913, ll. 1154, 5).","[Rollins 55.]
Issa[bella]. Is not this a prettie world? Ianuary and
May make a match.",,,en
part4_p56_a4,Vol.3,Part IV,p56,[1605.],[1605],medium,"[Bedell, William, Bishop?]",low,William Bedell,male,154145857937023021587,The Shepherd's Tale of the Pouder-Plott. A Poem in Spenser’s Style.,"[Written in 1605, printed in 1713, as “A Protestant Memorial, or The Shepherd’s Tale,” etc.]","[Alexander Clogie, in his Speculum Episcoporum (q.v.
below, [c. 1675-6]) attributes this poem to Bishop Bedell,
and says that it is “conceived in the old dialect of Tusser
and Chaucer."" The pastoral dialogue is imitated from
Spenser; the tale may possibly be considered to be imitated
from Chaucer; it is in very rough couplets: e. g.]
In Italy (mought I tell it right)
An ancient City stands that Rome hight;
Who hath not heard by Report of Fame,
Wide in the World of this Rome the Name?",,,en
part4_p57_a1,Vol.3,Part IV,p57-60,1606.,1606,high,"[Chapman, George?]",low,George Chapman,male,41879013,Influence of Chaucer on the author [George Chapman ?] of Sir Gyles Goosecappe.,"Notes by Professor G. L. Kittredge on Sir Gyles Goosecappe in “Notes on Elizabethan Plays,"" in the Journal of Germanic Philology, vol. ii, 1898, pp. 10-13.","[The source of the plot is the first 3 books of Chaucer's
Troilus and Criseyde.] It is sufficiently curious to see the
skill with which the anonymous playwright has adapted his
original to the fashions of Elizabethan comedy conversation.
Act i, sc. 4 (pp. 21-28) contains the confession of Clarence
(in reply to protestations of long-standing friendship on
the part of Monford) that he is in love with Monford’s
niece Eugenia. The narrative corresponds in general to
Troilus, i, 547-1071, but it is much condensed and shows
few, if any, verbal resemblances. Act ii, sc. 1 contains the
visit of Monford to his niece’s house. The agreement here
is closer. One has but to read Troilus ii. 78 ff. to recognize
the source of the scene.]
Sir Gyles Goosecappe.
Troilus.
Mom. I, and I could tell you
'As ever thryve I,' quod this
a thing would make your Lady¬
Pandarus,
ship very dancitive.
p. 32
Yet coude I telle a thing to doon
you pleye.
‘Now uncle dere,’ quod she, ‘tel
Eug. But I pray tell me my
it us
Lord could you tell me of a
For goddes love.’ 2.120-23
thing would make me dance say
'Ye, holy god !""quod she, 'what
you?
p. 32
thing is that?’
2. 127
Mom. Well-farewell, sweet
And with that vord tho Pan¬
Neece, I must needs take my
darus, as blyve,
leave in earnest.
Eug. Lord blesse us, heres
He took his leve, and seyde, ‘I
‘Nay, blame have I, myn uncle,’
wol go henne.’
such a stir with your farewels.
Mom. I will see you againe
quod she, thenne.
within these two or three dayes
What eyleth yow to be thus
a my word Neece.
wery sone,
Eug. Cods pretious, two or
And namelich of wommen? wol
three days? Why this Lord is
Nay, sitteth down; by god, I
ye so?
in a maruallous strange humor.
Sit downe, sweet Vnkle; yfaith
have to done
I have to talke with you about
With yow, to speke of wisdom er
greate matters.
p. 32
ye go.’
2. 208-14
. . . . . . .
[pp. 32-3 are then compared with Troilus ii. 274-80.]
Mom. Never trust me, if all
‘Good aventure, O bele nece,
things be not answerable to the
have ye
prediction of a most Divine
Ful lightly founden, and ye conne
fortune towards her; now if
it take;
she have the grace to apprehend
And, for the love of god, and
it in the nicke; thers all.
eek of me,
p. 33
Cacche it anoon; lest aventure
slake.’
2. 288-91
Mom. Neece, Clarence, Clar¬
‘Now, nece myn, the kinges
ence, rather my soule than my
dere sone,
friend Clarence, of two sub¬
The goode, wyse, worthy, fresshe
stantiall a worth, to have any
and free,
figures, cast about him (not-
Which alwey for to do wel is his
withstanding, no other woman
wone,
with Empires could stirre his
The noble Troilus, so loveth thee,
affections) is with your vertues
That, bot ye helpe, it wol his
most extreamely in love; and
bane be.’
2. 316-20
without your requitall dead.
p. 33
Eug. Ay me poor Dame, O you
‘This false world, alas! who
amase me Vnkle.
may it leve?
Is this the wondrous fortune
What man may miserable
you presage?
What? is this al the Ioye and
al the feste?
women trust? p. 34
Is this your reed, is this my
Is this the verray meede of your
blisful cas?
beheste.’
2. 420-3
Mom. But now I see how you
accept my motion : I perceive
‘I see ful wel that ye sette lyte
(how upon true triall) you
of us.’
2. 432
esteeme me.
p. 34
In act iii, sc. 2 (pp. 51, 52), Clarence writes a letter at the
suggestion of Monford (cf. Troilus, ii. 1002, 1023 ff.), which
the latter undertakes (p. 54) to deliver to Eugenia. In act
iv. (pp. 57 ff.) Monford delivers the letters:
Eug. What winde blowes you
‘What maner windes gydeth
hether troe?
Mom. Harke you, Madam,
yow now here?’ 2.1104
He seyde hir thus, and out the
the sweet gale of one Clarences
breath, with this his paper
lettre plighte,
sayle blowes me hether. p. 57
‘Lo, he that is al hooley youres
free.
Him recomaundeth lowly to
your grace,
And sent to you this lettre here
by me.’
2. 1120-23
Eug. Aye me, still in that
humour ? beshrewe my heart, if
‘Scrit ne bille,
I take anie Papers from him.
For love of god, that toucheth
swich matere,
p. 57
Ne bring ne noon.’  2. 1130-32
Mom. Kinde bosome doe thou
take it then.
‘Refuse it nought,’ quod he, and
hente her faste,
Eug. Nay then never trust
And in her bosom the lettre
me.
Mom. Let it fall then or cast
doun he thraste,
And seyde hir, ‘now cast it
it away, you were best, that
everybody may discover your
away anoon,
That folk may seen and gauren
love suits, doe, theres somebody
on us tweye.’
neare, you note it. p. 57
Quod she, ‘I can abyde till they
be goon.’
2. 1154-8
Clarence’s letter (pp. 58-61), which should be compared with
[There follows the account of Eugenia's writing a reply to
Troilus ii. 171 ff. The pretended sickness of Troilus
(Troilus ii. 1513 ff., 3. 8 ff.) and the supper at Pandarus's
house (Troilus ii. 554 ff.) are combined in the fifth act, with
some important modifications. A contract of marriage is
made between Eugenia and Clarence, and the play closes
with a ‘measure’ and a song.]",,"criticism,influence,/works,otherSeparateWorks,troilus",en
part4_p5_a1,Vol.3,Part IV,p5,[c. 1445.],[c. 1445],low,Unknown.,low,Unknown,,,Headline to 'Lack of Stedfastness.',,"[In MS. Bodley Hatton 73 there is an older title to Lack
of Stedfastness discovered by Dr. H. N. MacCracken by
applying acid. The revived title reads:]
Geffrey Chauncier sende these Balades to kyng Richard.
[See Modern Language Notes, Nov. 1908, p. 214.]",,"works,otherSeparateWorks,lackSteadfastness",en
part4_p5_a2,Vol.3,Part IV,p5-6,[a. 1450.],[a. 1450],low,Unknown.,low,Unknown,,,"The Tale of Beryn. The Prologue, or the mery adventure of the Pardonere and Tapstere at the Inn at Canter bury.","Duke of Northumberland’s MS.. fol. 188, verso. (Chaucer Society, ed. F. J. Furnivall and W. G. Stone, 1887, p. 22, ll. 680-4. The transcript is taken from this edition, not from the MS.)","Now, quod þe hoost of Southwork [MS. Southword],
& to þe feleshipp bent.
Who sawe evir so feir, or [evir] so glad a day?
And how sote this seson is, entring in to may,
*[When Chauceres daysyes sprynge. Herke eek the
fowles syngyng,]
The thrustelis & the thrusshis, in þis glad mornyng.
[The Tale of Beryn is a supplement to the Canterbury
Tales, and in the prologue Chaucer’s characters (the Pardoner,
Sompnour, Reve, the Clerk, of 'Oxinforth,' the Knyȝt, the
Miller, etc., and the 'Hoost of Southwork') are depicted at
Canterbury, and we see their adventures there. On the way
back they decide not to draw lots as to who shall tell a tale,
and the Merchant offers to tell the tale of Beryn. The
* This line is not in Urry, and was apharently supplied by Dr. Furnivall.
Prologue is thus an indirect appreciation of Chaucer's work,
in its sincerest form, imitation. It opens thus:]
When all this ffressh[e] feleship were com to Cauntirbury,
As ye have herd to-fore, with talys glad & merry,
(Som of sotill centence, of vertu & of love,
And som of othir myrthis, for hem þat hold no store
Of wisdom, ne of holynes, ne of chiualry,
Nethir of vertuouse matere, but [holich] to foly
Leyd wit & lustis all, to such [e nyce] Iapis
As Hurlewaynes meyne in every hegg that capes
Thurgh unstabill mynde,...)
They toke hir In, & loggit hem at mydmorowe, I trowe
Atte “Cheker of the hope"" þat many a man doith knowe.",,"works,spuriousWorks,taleBeryn",en
part4_p60_a1,Vol.3,Part IV,p60,1606.,1606,high,"Craig, Alexander.",high,Alexander Craig,male,24950219,"The Amorose Songes, Sonets, and Elegies:","Of M. Alexander Craige, Scoto-Britane. (Works, Hunterian Club, 1873, pp. 82, 111.)","[Rollins 58.]
[p. 82]
To Lais.
When Cressid went from Troy to Calch[a]s tent,
and Greeks with Troians were at skirmidg hot
Then Diomed did late and aire frequent
Her companie, and Troil was forgot.
[Craig must have had Troilus and Criseyde in mind. See
next quotation.]
[p. 111]
To Lais.
Braue Troilus the Troian stout and true,
As more at length in Chauser wee may find,
Dreamd that a faire White Bull, as did insue,
Had spoyld his Loue, and left him hurt behind...
[Cf. Troilus, v, st. 178, 207 ff.]",,"works,otherSeparateWorks,troilus",en
part4_p60_a2,Vol.3,Part IV,p60,1607.,1607,high,"C., R.",low,Unknown,,,The Epistle Dedicatorie,"[to] A World of Wonders [translated from the French of Henri Estienne], sign ¶ 3.","They [our ancestors] thought him [Herodotus] worthy to
be read at the games of Olympus. These men [i. e. modern
critics] reade him but as a Canterburie tale, to hold children
from play, and old folkes from the chimney corner.",,,en
part4_p60_a3,Vol.3,Part IV,p60,1607.,1607,high,"Dekker, Thomas, and Webster, John.",high,"Dekker, Thomas, and Webster, John.",male,,"West-Ward Hoe,","Act v, sign. G 4b. (Dekker's Plays, ed. Pearson, 1873, vol. ii, p. 348.)","[Rollins 59.]
No remedy trusty Troylus: and it greeues mee as much,
that youle want your false Cressida to night, for heeres no
sir Pandarus to vsher you into your Chamber.",,"works,otherSeparateWorks,troilus",en
part4_p61_a1,Vol.3,Part IV,p61,[1608?],[1608?],low,"Beaumont, Francis.",high,Francis Beaumont,male,49333217,"The Triumph of Honor [the first of] Four Plays or Moral Representations in One,","[first printed in Beaumont and Fletcher’s] Comedies and Tragedies. (Works, ed. A. R. Waller, 1905-12, 10 vols., vol. X, pp. 292, etc.)","[Based on the Frankeleynes Tale, the name of Dorigen
being retained for the heroine. This and the second
Triumph are attributed to Beaumont.]",,"works,canterburyTales,franklinTale",en
part4_p61_a2,Vol.3,Part IV,p61,1609.,1609,high,"Heywood, Thomas.",high,Thomas Heywood,male,76355576,"Troia Britanica: Or Great Britaines Troy, A Poem,","Canto xi, p. 254 n.","[Rollins 60.]
The passages of Loue betwixt Troylus and Cressida, the
reuerent Poet Chaucer hath sufficiently discourst, to whom
I wholy refer you, hauing past it ouer with little circum¬
stance.","[""This passage was kindly copied for me,"" says Professor Rollins, ""by Dr. J. B. Munn, of Harvard.""]","works,otherSeparateWorks,troilus",en
part4_p61_a3,Vol.3,Part IV,p61,[c. 1610.],[c. 1610],low,Unknown.,low,Unknown,,,"Troilus and Cressida,","[a Welsh Play, in MS. Peniarth 106, National Library of Wales].","[For this curious and important work, which is said to
borrow freely from both Chaucer and Henryson, see
J. S. P. Tatlock’s article in the Modern Language Review,
vol. x (1915), pp. 265 ff.]",,"works,otherSeparateWorks,troilus/works,otherSeparateWorks,troilus",en
part4_p61_a4,Vol.3,Part IV,p61,[1611?],[1611?],low,"Davies, John, of Hereford.",high,John Davies,male,100184985,"The Scourge of Folly,","p. 109. (Works, ed. A. B. Grosart, 1875-78, vol. ii, pp. 34, 57.)","[Rollins 63.]
[p. 34]
EPIG. 288 [sic, for 228].
She... loues to bourd, or iest,
(Or as Sir Chaucer tearmes it) with the best.
[p. 57] To my tenderly beloued friend Mr Nicholas Deeble.
Hend Nicholas (quoth Chaucer) kinde to me...
[Milleres Tale.]",,,en
part4_p61_a5,Vol.3,Part IV,p61,1611.,1611,high,"Sydenham, George.",high,"Sydenham, George.",male,,"Note to a Poem in Coryat's Crudities,",sign. F 2b.,"[A coarse phrase in the text is described as “a Chaucerisme.""]",,,en
part4_p62_a1,Vol.3,Part IV,p62,1611.,1611,high,"Sylvester, Joshua.",high,Josuah Sylvester,male,27174221,[Lines interpolated by Sylvester in] Du Bartas his Deuine Weekes and Workes Translated... by Josuah Sylvester.,"Now thirdly corrected & augm., 1611, p. 69. (Complete Works, ed. A. B. Grosart, 1880, vol. i., p. 43). These lines are not in the earlier editions of 16 5 or 1608, but are first in serted in the 1611 edition].","And little Lambe's-Bourn, though thou match not Lers,
Nor had’st the Honor of Du Bartas' Verse,
If mine have any, Thou must needst partake,
Both for thine Owne, and for thine Owner’s Sake;
Whose kinde Excesses Thee so neerely touch,
That Yeerely for them Thou doost weep so much
All Summer-long (while all the Sisters shrink)
That of thy teares a million daily drink;
Besides thy waast which then in haste doth run
To wash the feet of CHAUCER’S Donnington:","[This is quoted in the Gentleman's Magazine, Nov. 1743, q. v. below.]",,en
part4_p62_a2,Vol.3,Part IV,p62,1612.,1612,high,"Johnson, Richard.",high,Richard Johnson,male,22209940,"A New Sonnet of a Knight and a Faire Virgin,","[a ballad, in] A Crowne-Garland of Goulden Roses. (Ed. 1631, 1st in BM; Percy Soc. ed., 1842, pp. 68-71.)","[Rollins 64.]
[Johnson tells the Wife of Bath's Tale, closely following
Chaucer.]",,"works,canterburyTales,wifeBathTale",en
part4_p62_a3,Vol.3,Part IV,p62,1612.,1612,high,Unknown.,low,Unknown,,,"[A Poem on Troilus and Cressida,",added to the 1612 edn. (B.M.) of Deloney’s Strange Histories.],"[This poem covers the whole plot of the Troilus story, in
outline, the earlier part being told in a dialogue between
the lovers. Cressida’s leprosy is mentioned at the end.]",,"works,otherSeparateWorks,troilus",en
part4_p62_a4,Vol.3,Part IV,p62,1613-16.,1613-16,high,"Browne, William.",high,William Browne,male,18015860,Influence of Chaucer on Browne.,"William Browne, his Britannia’s Pastorals, by F. W. Moorman (Quellen und Forschungen, Ixxxi, 1897), pp. 59-62, 120.","[pp. 59- [Browne’s Song iii, describing the Golden Age, drawn in
62.]
some points from Chaucer, especially the Boethius.]
[p.120.] [The concert of birds based on the Assemble of Foules.]",,"criticism,influence,",en
part4_p62_a5,Vol.3,Part IV,p62,1613.,1613,high,"Dekker, Thomas.",high,Thomas Dekker,male,39402413,"A Strange Horse-Race,","sign. C 3b. Non Dramatic Works, ed. A. B. Grosart, vol. iii, pp. 336-337.)","[Rollins 65.]
[Dekker quotes the Frankeleynes Tale, ll. 1243-1254.]",,"works,canterburyTales,franklinTale",en
part4_p63_a1,Vol.3,Part IV,p63-65,1613.,1613,high,"Pits [or] Pitseus, John.",high,John Pitts,male,2813326,Relationum Historicarum de Rebus Anglicis tomus primus.,"Parisiis 1619. De illustribus Angliœ Scriptoribus, pp. 572-5 [life of Chaucer], 576 [Gower], 632 [Lydgate], 670 [Caxton].","[p. 572]
De Galfredo Chaucero.
1400
Galfredus Chaucerus apud Wodstoc non longè ab Oxonio
780.
in Anglia claris parentibus natus, patrem habuit Equestris
ordinis virum, & ipse tandem auratus factus est Eques. Vir
belli pacisque artibus mirè florens. Cùm ab ipsa pueritia
præclaram ostenderet indolem, ad scholas Oxionienses exco¬
lendi ingenij causa adolescens missus est. Vbi tanta cum
industria, tanta cum fœlicitate florentes annos in optimarum
litterarum studijs collocauit, vt nihil eorum omiserit, quæ
ad ornatum ingenij sui longè cultissimi facerent. Nam iam
antequam virilem ætatem attigisset, erat Poëta elegans, &
qui Poësim Anglicam ita illustrauit, vt Anglicus Homerus
meritò haberetur. Rhetor etiam disertus, Mathematicus
peritus, Philosophus acutus, Theologus denique non contemn¬
endus. Exquisitissimos in his omnibus scientijs habuit præ¬
ceptores, quos & ipse propter miram animi alacritatem ad
studia, & singularem ingenij promptitudinem ac fœlicitatem,
ita consecutus est, vt eorum cuique in cuiusque facultate par
& æqualis, si non superior, euaserit. In scientijs Mathe¬
maticis legentes audiuit Ioanem Sombum [sic] & Nicolaum
Linnam Carmelitas Linnenses, viros per illa tempora pereru¬
ditos, & Mathematicorum illius ætatis facilè principes, quos
Chaucerus in sua sphæra reuerenter admodum compellat, &
cum honore nominat. Absolutis autem in Anglia studijs,
transfretauit in Galliam, tum vt linguam addisceret, &
exterorum mores videret, tum etiam vt nihil reliqui faceret
ad accuratissimam scientiarum perfectionem, si quid ei forsan
suppeditaret Gallia, quod Anglia non haberet. Ibi omnes
hominis ingenium, eruditionem, vrbanitatem morum suaui¬
tatem, aliasque insignes dotes admiratione simul & amore
prosecuti sunt. Ille interim quæ è re eius erat, non neglexit,
didicitque linguam, lepores, sales, omnesque Gallorum
argutas facetias. Qua supellectile cumulatè instructus, &
quasi quibusdam floribus nitidè ornatus, redijt in Angliam.
Deindè Londini agens patrijs iuribus studuit, & Collegia
iurisperitorum illic inuisit, historias etiam non omittens, ad
excolendam patriam linguam se contulit. Inter hæc incidit
[p. 573] in Ioannem Gouerum (de quo mox dicendum) virum nobilem,
doctum, Galfredo ferè per omnia similem, quique eundem
prorsus habuit omnium studiorum suorum propositum finem.
Deprehenditur facilè morum similitudo, initur citò amicitia,
concurritur in idem propositum, coniunguntur labores, fre¬
quens fit congressus, quotidiana familiaritas, omnis conatus
eò refertur, vt materna excolatur lingua, & in Anglico ser¬
mone eloquentiæ Romanæ expressa appareant vestigia. Et
attulerunt certè hi duo viri nostro idiomati tantum splen¬
doris & ornamenti, quantum ante illos prorsus nemo. Nam
sibi mutuò calcar addiderunt, & vter patriæ plus afferre
honoris, vterque vinci & vincere ambiens, amanter conten¬
derunt. Non solum memores, sed etiam imitatores illius
Quod lingua Catonis & Enni
Sermonem patrium ditauerit, & noua rerum
Nomina protulerit.
Et quia sua vel patrum memoria nouerant multos iam
linguas vulgares industria cultura exornasse : Nam Dantes
& Petrarcha Italicam, Alanus Gallicam, Ioannes Mena His¬
panicam linguas iam cultiores reddiderant : operæ precium
igitur putabant isti, idem in Anglica linguæ præstare, quod
viderant alios in suis linguis magna cum laude, & posteri¬
tatis incomparabili vtilitate gnauiter præstitisse. Itaque
alia ex alijs linguis transferendo, alia imitando, alia in¬
ueniendo, & proprio Marte componendo, comptè, tersè, politè
scribere Anglico idiomate conati sunt. Et profectò in multis
Latinorum elegantiam, si non sint plenè consecuti, at certè
non infœliciter imitati. Vterque tamen minùs sibi tribue¬
bat, quàm alteri. Vndè factum est, vt alter alterius iudicio
scripta sua mutuò subijceret, & si quid in altero deesset,
alter suppleret, atque ità communicatis consilijs, vtriusque
lucubrationes, sæpiùs sub incude vocatæ, emendatiores in
publicum prodierunt. Vnum hîc, licet à nostro proposito
forsan alienum videri quibusdam poterit, adnotare non
piget. Licet Chaucerus tantum esset ordinis Equestris,
tamen sororem habuit Guilhelmo Polo Illustrissimo Suffol¬
censium Duci in matrimonio longè supra suam sortem fœli¬
cissimè splendidissimèque collocatam. Quod connubium illa
magis virtutibus & doctrinæ fratris, quàm splendori suorum
natalium habuit acceptum. Nunc restat videre quibus litte¬
rarum monimentis, hanc nominis immortalitatem, quam
habet, consecutus sit. De quo Lelandus noster inter epi¬
grammata sua sic scribit
Prœdicat Algerum meritò Florentia Dantem,
Italia e numeros tota Petrarcha tuos.
Anglia Chaucerum veneratur nostra Poëtam,
Cui veneres debet patria lingua suas.
Scripsit autem cultissimus noster Chaucerus pleraque
Anglicè, sed quoniam omnia ferè Latina facta sunt, operum
titulos & exordia Latinè ponam.
[Then follow a list of Chaucer's works, pp. 574-5, and
a few words on his tomb and epitaph. For these see
Chaucer, by E. P. Hammond, pp. 15-17.]","[The author’s colophon reads: Huic op ri finem imprisni mense Se, tembri i, Anno Domini 1613. Ioannes Pitseus.]","bibliography,,/biography,episodes,tomb-epitath/biography,episodes,education/biography,episodes,education/biography,episodes,education/biography,episodes,birth/biography,episodes,other-episodes/biography,family,other-holders/biography,general-accounts,english",la
part4_p65_a1,Vol.3,Part IV,p65,1615.,1615,high,"Gordon, Patrick.",high,"Gordon, Patrick.",male,107469177,"The Famous Historie of... Prince Robert surnamed the Bruce,","Preface, sign. *iija.","It [the old poem of the Bruce] was in old ryme like to
Chaucer.",,,en
part4_p65_a2,Vol.3,Part IV,p65,[1617?],[1617?],low,"Campion, Thomas.",high,Thomas Campion,male,41886212,The Third and Fourth Booke of Ayres.,"Preface “to the Reader"" of the Fourth Book of Ayres. (Thomas Campion, Songs and Masques, ed. A. H. Bullen, 1903, p. 111.)","If any squeamish stomachs shall check at two or three
vain ditties at the end of this book, let them pour off the
clearest and leave those as dregs in the bottom. Howso¬
ever, if they be but conferred with the Canterbury Tales
of that venerable Poet Chaucer, they will then appear
toothsome enough.",,"criticism,qualities,indecencyFrivolity",en
part4_p65_a3,Vol.3,Part IV,p65,[n.a. 1617.],[n.a. 1617],low,Unknown.,low,Unknown,,,"[A Poem in praise of tobacco,","attributed to Chaucer. See the answer to it, “Chaucer's Incensed Ghost,"" by Richard Brathwait, 1617, above, vol. i, p. 192. We have not been able to identify the original.]",,,,N/A
part4_p65_a4,Vol.3,Part IV,p65,1623.,1623,high,"Painter, William.",high,William Painter,male,22249463,Chaucer new painted.,,"[Rollins 66.]
[This was licensed on 14 May to Eld and Flesher, not, as
stated in pt. i, on 23 May to Serle. (Stationers' Register,
Arber's Transcript, vol. iv, p. 96.)]",,,en
part4_p66_a1,Vol.3,Part IV,p66,1631.,1631,high,"Weever, John.",high,John Weever,male,64031406,"Ancient Funeral Monuments,","pp. 595-96, 661.","[Rollins 67.]
[pp. 595-   The next vnto them be knights eldest sonnes: and such
96]
an Esquire was the knightes sonne in Chaucer, who attended
his father on pilgrimage to Thomas Beckets Shrine, as doth
appeare by their characters in the Prologues to the Canter¬
bury tales. Of which so much as tends to this purpose.
[He then quotes the Prologue, Il. 43-46, 77-82, 99-100.]
Geffrey Chaucer
Brother in Law Dutchesse [of Lancaster], and Anne who was married
[p. 661] This Sir Payne Roet had issue, the aforesaid
by marriage to
Iohn, Duke of   to Geffrey Chaucer, our famous English Poet, who by
Lancaster.
Alice was married to Thomas Montacute, Earl of Salisbury,
her had issue, Sir Thomas Chaucer, whose daughter
... and after to William de la Pole Duke of Suffolke...","[See also above, vol. i, p. 204.]","biography,family,other-holders",en
part4_p66_a2,Vol.3,Part IV,p66,1631.,1631,high,"Shirley, James.",high,James Shirley,male,22157363,"Changes: Or, Love in a Maze. A Comedie,",sign. B 4b-C 1 a.,"[Rollins 68.]
Cap[erwit]. Though I were borne a Poet I will study to
be your servant in Prose, yet if now and then my braines
doe sparkle, I cannot helpe it, raptures will out; . . . the
midwife wrapt my head up in a sheet of Sir Philip Sidney
that inspired me, and my nurse descended from old Chaucer.",,,en
part4_p66_a3,Vol.3,Part IV,p66,1633.,1633,high,"Ware, Sir James.",high,James Ware,male,37790832,"The Historie of Ireland,","collected by three learned authors, [edited by Sir James Ware], Dublin, Preface to Spenser's View of Ireland, sign. ¶ 3b.","[Spenser buried by Chaucer, “whom he worthily imitated;""
his epitaph (q. v. above, vol. i, p. 163) quoted.]",,,en
part4_p66_a4,Vol.3,Part IV,p66,[n.a. 1634.],[n.a. 1634],low,"Coke, Edward, Lord",high,Edward Coke,male,27099070,"[d. 1634]. [Opinion on Chaucer,","cited by Emerson, Conduct of Life (Works, Centenary Ed., vol. vi, p. 132).]","Lord Coke valued Chaucer highly because the Canon
Yeman’s Tale illustrates the Statute fifth Hen. IV. chap. 4
against alchemy.",[We have not been able to trace the origin of this.],"works,canterburyTales,canonYeomanTale",en
