ID,Volume,Page,Date,Date_certainty,Author,Title,Imprint,Quotation,headnote
part1_p26_a4,Vol.1,p26-32,[1420-22],medium,"Lydgate, John.",Siege of Thebes.,"Prologue. MS. Arundel 119, ff. 1-3b. The thirde parte, ff. 75-7. Chaucer's works, ed. J. Stowe, 1561, ff. 356-77 b. (Ed. A. Erdmann, E. E. T. and Chaucer soc. Prologue, pp. 1-7, practically the whole of it, also pp. 128-9.)","WHan briȝte phebus / passëd was þe ram [fol. 1]
Myd of Aprille / and in-to bolë cam,
And Satourn old / with his frosty face
In virgynë / taken had his place,
Malencolik / and slowgh of mocioun,
And was also / in thoposicioun
Of lucina / the monë moyst and pale,
That many Shour / fro heuene made avale;
whan Aurora / was in þe morowe red,
And Iubiter / in the Crabbës Hed
Hath take his paleys / and his mansioun;
The lusty tyme / and Ioly fressh Sesoun
whan that Flora / the noble myghty quene,
The soyl hath clad / in newë tendre grene,
with her flourës / craftyly ymeynt,
Braunch and bough / wiþ red and whit depeynt,
Fletinge þe bawme / on hillis and on valys:
The tyme in soth / whan Canterbury talys
Complet and told / at many sondry stage
Of estatis // in the pilgrimage,
Euerich man / lik to his degrè,
Some of desport / some of moralitè,
Some of knyghthode / loue and gentillesse,
And some also of parfit holynesse,
And some also in soth / of Ribaudye
To makë laughter / in þe companye,
(Ech admitted / for non wold other greve)
Lich as the Cook / þe millere and the Reve
Aquytte hem-silf / shortly to conclude,
Boystously / in her teermës Rude,
vhan þei hadde / wel dronken of the bolle,
And ek also / with his pyllëd nolle
The pardowner / beerdlees al his Chyn, [fol. 1b]
Glasy-Eyed / and face of Cherubyn,
Tellyng a tale / to angre with the frere,
As opynly // the storie kan ȝow lere,
word for word / with euery circumstaunce,
Echon ywrite / and put in remembraunce
By hym þat was / ȝif I shal not feyne,
Floure of Poetës / thorghout al breteyne,
Which sothly haddë / most of excellence
In rethorike / and in eloquence
(Rede his making / who list the trouthë fynde)
Which neuer shal / appallen in my mynde,
But alwey fressh / ben in my memorye:
To whom be ȝouë / pris / honure / and glorye
Of wel seyinge / first in oure language,
Chief Registrer / of þis pilgrimage,
Al þat was tolde / forȝeting noght at al,
Feynëd talis / nor þing Historial,
With many prouerbe / diuers and vnkouth,
Be rehersaile / of his Sugrid mouth,
Of eche thyng / keping in substaunce
The sentence hool / with-outë variance,
Voyding the Chaf / sothly for to seyn,
Enlumynyng / be trewë pikëd greyn
Be crafty writinge / of his sawës swete,
Fro the tymë / that thei deden mete
First the pylgrimes / sothly euerichon,
At the Tabbard / assembled on be on,
And fro suthwerk / shortly forto seye,
To Canterbury / ridyng on her weie,
Tellynge a tale / as I rehercë can,
Lich as the hoste / assignëd euery man.
None so hardy / his biddyng disobeye. [fol. 2]
And this whilë / that the pilgrymes leye
At Canterbury / wel loggëd on and all,
I not in soth / what I may it call,
Hap / or fortune / in Conclusioun,
That me byfil / to entren into toun,
The holy seynt / pleynly to visite
Aftere siknesse/ my vowës to aquyte,
In a Cope of blak / and not of grene,
On a palfrey / slender / long / and lene,
wiþ rusty brydel / mad nat for þe sale,
My man to-forn / with a voidë male;
which of Fortunë / took myn Inne anon
Wher þe pylgrymes / vere loggëd euerichon,
The samë tyme / Her gouernour, the host,
Stonding in halle: ful of wynde and bost,
Lich to a man / wonder sterne and fers,
Which spak to me / and seide anon, “daun Pers,
Daun Domynyk / Dan Godfrey / or Clement,
Ȝe be welcom / newly into kent,
Thogh þoure bridel / haue neiþer boos ne belle;
Besechinge ȝou / þat ȝe wil me telle
First ȝoure name / and of what contrè
With-outë morë shorte-ly that ȝe be,
That loke so pale / al deuoyde of blood,
Vpon ȝoure hede / a wonder thred-bar hood,
Wel araiëd / for to ridë latë.""
I answerde / 'my namë was Lydgate,
Monk of Bery / nyȝ fyfty ȝere of age,
Come to this toune / to do my pilgrimage,
As I haue hight / I haue therof no shame.'
""Daun Iohn,"" quod he / ""wel brokë ȝe ȝoure name!
Thogh ȝe be soul / beth right glad and light! [fol. 2b]
Preiyng ȝou / soupë with vs to-nyght,
And ȝe shal hauë / mad at ȝoure devis,
A gret puddyng / or a rounde hagys,
A Franchëmole / a tansey / or a froyse.
To ben a Monk / Sclender is ȝoure koyse;
Ȝe han be seke / I dar myn hede assure,
Or latë fed / in a feynt pasture.
Lift vp ȝoure hed / be glad, tak no sorowe!
And ȝe shal hom ridë with vs to-morowe!
I seyë, whan ȝe rested han ȝour fille,
Astere soper / Slepe wil do non ille.
Wrappe wel ȝoure hede / with clothës rounde aboute!
Strong notty ale / wol makë ȝou to route.
Tak a pylow / þat ȝe lye not lowe!
ȝif nedë be / Sparë not to blowe!
To holdë wynde / be myn opynyoun
Wil engendre / Collikes passioun
And makë men to greuen / on her roppys,
whan thei han filled / her mawës and her croppys.
But toward nyght / ete some fenel Rede.
Annys / Comyn / or coriandre sede!
And lik as I / pouer haue / and myght,
I Chargë ȝow / rise not at Mydnyght,
Thogh it so be / the moonë shynë cler.
I wol my-silf / be ȝoure Orloger
To-morow erly / whan I se my tyme,
For we wol forþ / parcel a-forë Pryme,
A company / pardè / Shal do ȝou good.
What! look vp, Monk / for, by kokkis blood,
Thow shalt be mery / who so þat sey nay.
For to-morowe, anoon / as it is day,
And that' it gynne / in þe Est' to dawe,
[fol. 3]
Thow shalt be boundë / to a newë lawe,
Att goyng oute of Canterbury toune,
And leyn a-sidë / thy professioun.
Thow shalt not chesë / nor þi-silf withdrawe,
ȝif eny myrth / be founden in thy mawe,
Lyk the custom / of this Compenye;
For non so proude / that dar me denye,
Knyght nor knauë / Chanon / prest / ne nonne,
To telle a talë / pleynly as thei konne,
Whan I assigne / and se tyme opportune.
And for that we / our purpoos wil contune,
We wil homward / the samë custome vse,
And thow shalt not / platly the excuse.
Be now wel war / Stody wel to-nyght!
But, for al this / be of hertë liȝt!
Thy wit shal be / þe Sharper and the bet.""
And we anon / were to Soper set,
And seruëd wel / vnto oure plesaunce;
And sone after / be good gouernaunce
Vnto bed goth euery maner wight.
And touarde morowe / anon as it was light,
Euery Pilgryme / bothë bet and wors,
As bad oure hostë/ toke a-non his hors,
Whan the sonnë / roos in the est ful clyere,
Fully in purpoos / to come to dynere
Vnto Osspryng / and brekë þer our faste.
And whan we weren / from Canterbury paste
Noght the space / of a bowë draught,
Our hoost in hast / haþ my bridel rauht
And to me seide // as it were in game,
""Come forth, daun Iohn / be ȝour Cristene name,
And lat vs make / some manere myrth or play! [fol. 3b]
Shet ȝoure portoos / a twenty deuelway!
It is no disport / so to patere and seie.
It wol make ȝoure lippës / wonder dreye.
Tel some tale / and make ther-of a Iape!
For be my Rouncy / thow shalt not eskape.
But preche not / of non holynesse!
Gynne some tale / of myrth or of gladnesse,
And nodde not / with thyn heuy bekke!
Telle vs some thyng / that draweþ to effecte
Only of Ioyë! / make no lenger lette!
And whan I saugh / it woldë be no bette,
I obeyëd / vnto his biddynge,
So as the lawë / me bonde in al thinge;
And as I coudë / with a palë cheere,
My tale I gan / anon / as ȝe shal here.
Explicit Prologus.
The thirde part, ff. 75-76.
¶ And ȝit, allas! / bothen eve and morowe,
O thyng ther was / that doubled al her sorowe,
That Old Creon / fader of fellonye,
Ne woldë suffre, thorgh his Tyrannye,
The dedë bodies / be buryed nowther brente,
But with beestis and houndys to be rente.
he made hem all / vpon an hepe be leyde.
wherof the wymmen trist' and evyl apeyde,
For verray dool, as it was no wonder,
her hertys felt almost ryve a-sonder.
¶ And as my mayster Chaucer list endite,
Al clad in blak / with her wymples whyte,
With gret honour / and duë reuerence, [fol. 75b]
In the temple / of the goddesse Clemence
They abood the space / of fourtënyght,
Tyl Theseus / the noble worthy knyght,
Duk of Athenys / with his Chyvalrye
Repeyrëd hom / out of Femynye,
And with hym ladde / ful feir vpon to sene,
Thorgh his manhod / ypolita the quene,
And her suster / called Emelye.
and whan thies wommen / gonnë first espye
This worthy Duk / as he cam rydynge,
Kyng Adrastus /, hem alle conveyinge,
The wommen brouht vnto his presence,
which hym bysought / to ȝive hem audience.
And all attonys swownyng in the place,
Ful humblely / preiden hym of grace
To rewe on hem / her harmys to redresse.
But ȝif ȝe list / to se the gentyllesse
Of Theseus / how he hath hym born,
ȝif ȝe remembre / ȝe han herde it to forn
wel rehersyd / at Depforth in the vale,
In the begynnyng / of the knyghtys tale:
¶ First how that he / whan he herd hem speke,
For verray routhë felt his hertë / breke;
And her sorowys / whan he gan aduerte,
From his courser / doun anon he sterte,
Hem confortyng in ful good entente,
And in his Armys he hem all vp hente.
The knyghtys tale / reherseth euery del
Fro poynt to poynt / ȝif ȝe lookë wel.
And how this Duk / with-oute more abood, [fol. 76]
The samë day / toward Thebës rood,
Ful lik in soth / a worthy conquerour,
And in his hoost / of Chyualrye the flour.
And fynally, to spekyn of thys thing,
with old Creon / that was of Thebës kyng,
how that he faught / and slough hym lik a knyght,
And all his host / putte vnto the flyght.",
part1_p32_a1,Vol.1,p32,[c. 1420-30],low,Unknown.,Colophon to Parson's Tale.,"MSS. Ellesmere, fol. 236b; Addit, 5140, fol. 357 b; Harl. 1758, fol. 231; Petworth, fol. 307 b. (Six-text Canterbury Tales, ed. F. J. Furnivall, Chaucer soc. 1871-8, parts v-viii, p. 685.)","[Ellesmere] ¶ Heere is ended the book / of the tales of
Caunterbury / compiled by Geffrey Chaucer / of whos soule
Ihesu crist / haue mercy Amen.
[Addit.] Explicit narracio Rectoris et ultima inter narraciones
huius libri de quibus composuit Chaucer / cuius anime pro¬
picietur Deus / AMEN.
[Harl. ] ¶ Here / endeth the / book / of / the / tales / of
Caunterburye /. Compyled bi Geffroye / Chaucers /. Of /
whos / soule / Ihesu crist / haue mercye / ¶ AmeN quod
Cornhylle.
[Petworth] Here endeþ þe boke of þe talys of Canterbury
compiled by Geffray Chawcer on whoos soule Ihesu crist haue
mercy // AmeN //",
part1_p32_a2,Vol.1,p32,[c. 1420-30],low,Unknown.,Headline to Sir Thopas.,"MSS. Ellesmere, fol. 155b; Hengwrt, fol. 213b; Cambridge Univ. lib. Gg. 4. 27, fol. 323; Corpus, fol. 215; Petworth, fol. 224. (Six-text Canterbury Tales, ed. F. J. Furnivall, Chaucer soc. 1871-8, parts i-iii, p. 191.)","[Ellesmere] Heere bigynneth Chaucers tale of Thopas.
[Hengwrt]
Heere bigynneth Chaucers tale of Thopas.
[Cambridge] Heere begynnyth Chaucers tale of sere Thopas.
[Corpus]
Here bygynneth þe tale of Chaucer of sire Thopas.
[Petworth] Here bygynneþ þe tale of chaucere by Sire Thopace.",
part1_p33_a1,Vol.1,p33,[1420-30],medium,Unknown.,Headlines and colophons to Tale of Melibeus.,"MSS. Ellesmere, ff. 157b, 171; Hengwrt, ff. 216, 234b; Corpus, fol. 217b [headline only]; Lansdowne, 851, ff. 192, 206; Harl. 1758, fol. 182 [col. only]; Petworth, fol. 246 b [col. only]. (Sixtext Canterbury Tales, ed. F. J. Furnivall, Chaucer soc. 1871-8, part iv, pp. 201, 252.)","[Ellesmere] ¶ Heere bigynneth Chaucers tale of Melibee.
¶ Heere is ended Chaucers tale of Melibee/ and
[Hengwrt] ¶ Heere bigynneth Chaucers tale of Melibeus.
of Dame Prudence.
[Corpus] Here bygynneþ Chauceres tale of Melibe and
¶ Here is endid / Chaucers tale / of Melibe.
[Lansdowne] Hic incipit fabula de Mellybeo per Chaucer.
his wyf Prudence and his doughter Sapience.
Explicit Fabula Galfridi Chaucer / de Melibeo.
[Harl. 1758] Here / endith Chaucers / tale / of Melibe / And
Milite
[Petworth] ¶ Here endeþ chaucers tale of melebye.
Prudence.",
part1_p33_a2,Vol.1,p33,[c. 1420-35],low,Unknown.,Headline to Prioress's end link.,"MSS. Ellesmere, fol. 155; Hengwrt, fol. 213; Cambridge Univ. lib. Gg. 4. 27, fol, 322 b ; and side-note in Lansdowne 851, fol. 189. (Six-text Canterbury Tales, ed. F. J. Furnivall, Chaucer soc. 1871-8, parts i-iii, p. 190.)","[Ellesmere] Bihoold the murye wordes of the Hoost to
Chaucer.
[Hengwrt] Bihoold the myrie talkyng / of the Hoost /. to
Chaucer.
[Cambridge] Byhold the myrie talkynge of the Hoost to
Chaucer.
[Lansdowne] Byhold the myrie talkynge of the Hoost to
Chaucer.",
part1_p33_a3,Vol.1,p33,1421-2,high,"Hoccleve, Thomas.",[Dialogus cum Amico.],"MS. Durham iii, 9, fol. 23 b. (Hoccleves works, ed. F. J. Furnivall, E. E. T. soc. vol i, The minor poems, 1892, p. 135, Il. 694-7.)","The wyf of Bathe, take I for auctrice
þat wommen han no ioie ne deyntee
þat men sholde vp-on hem putte any vice;
I woot wel so / or Iyk to þat, seith shee.",
part1_p34_a1,Vol.1,p34,[c. 1421-5],low,"Lydgate, John.","Horse, Goose, Sheep. Incipit Disputacio inter Equum Aucam, & Ouem.","MS. Harl. 699, fol. 68. (Political, religious and love poems, ed. F. J. Furnivall, E. E. T. soc., 2nd edn. 1903, p. 18.)","¶ The hardy prikeris / vpon hors[ë] bak
Be sent to-forn / what ground is best to take,
In that ordynaunce, that ther be no lak
Bi providance / the feelde / whan thei shal make,
An hors wole weepë / for his maistir sake :
Chaunser remembrith / the swerd, the ryng, the glas,
Presented wern / vpon a stede of bras.",
part1_p34_a2,Vol.1,p34,1423,high,"James I., King of Scotland.",The Kingis Quair.,"Unique MS. Arch. Selden B. 24. (Ed. W. W. Skeat, Scott. text soc. 1884, p. 48.)","Vnto [the] Impnis of my maisteris dere,
Gowere and chaucere, that on the steppis satt
Of rethorike, quhill thai were lyvand here,
Superlatiue as poetis laureate
In moralitee and eloquence ornate,
I recommend my buk In Iynis sevin,
And eke thair saulis vn-to the blisse of hevin. Amen.","[For general resemblance of this poem to Chaucer's work, see also ibid. Introd. pp. xxiii-xxxii, xxxvii, and notes, pp. 57-96; and English Poets, ed. T. H. Ward, 2nd edn. 1883, vol. i. pp. 129-31.]"
part1_p34_a3,Vol.1,p34,[c. 1425],low,Unknown.,Colophon at end of Chaucer's Parliament of Foules.,"MS. Camb. Univ. lib. Gg. 4. 27, fol. 490 b. (Parallel text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 98.)","Explicit parliamentum Auium In die sancti Valentini tentum
secundum Galfridum Chaucer. Deo gracias.",Explicit parliamentum Auium In die sancti Valentini tentum secundum Galfridum Chaucer. Deo gracias.
part1_p34_a4,Vol.1,p34-35,[1426],medium,"Lydgate, John.",The Pilgrimage of the Life of Man.,"[Translated by Lydgate from the French of Diguileville.] MS. Cott. Vitel. Cxiii, ff. 256 b-7. (Ed. F. J. Furnivall, E. E. T. soc. 1901, part ii, pp. 527, 528, ll. 19751-89.)","And touchynge the translacioun
Off thys noble Orysoun,
Whylom (yiff I shal nat feyne)
The noble poete off Breteyne,
My mayster Chaucer, in hys tyme,
Affter the Frenche he dyde yt ryme,
Word by word, as in substaunce,
Ryght as yt ys ymad in Fraunce,
fful devoutly, in sentence,
In worshepe, and in reuerence
Off that noble hevenly quene,
Bothe moder and a maydë clene.
And sythe, he dyde yt vndertake,
ffor to translate yt ffor hyr sake,
I pray thys [Quene] that ys the beste.
ffor to brynge hys soule at reste,
That he may, thorgh hir prayere,
Aboue the sterrys bryht and clere,
Off hyr mercy and hyr grace
Apere afforn hyr sonys fface,
Wyth seyntys euere, for A memórye,
Eternally to regne in glorye.
And ffor memoyre off that poete,
Wyth al hys rethorykës swete,
That was the ffyrste in any age
That amendede our langage;
Therfore, as I am bounde off dette,
In thys book I wyl hym sette,
And ympen thys Oryson
Affter hys translacïon,
My purpós to détermyne,
That yt shal énlwmyne
Thys Iytyl book, Rud off makyng,
Wyth som clause off hys wrytyng.
And as he made thys Orysoun
Off ful devout entencïoun,
And by maner off a prayere,
Ryht so I wyl yt settyn here,
That men may knowe and pleynly se
Off Our lady the .A. b. c.",[Here follows Chaucer's A B C Prayer to the Virgin.]
part1_p35_a1,Vol.1,p35,[c. 1430?],low,"Lydgate, John.","Nowe folowrþe here þe maner of a bille by wey of supplicacoun putte to þe kyng holding his noble feest of Christ¬
masse in þe Castel of Hertford, as in a disguysing of þe Rude
vpplandische people compleyning on hir wyues, with þe boystous
aunswere of hir wyues, deuysed by lydegate.","MS. Trin. Coll. Cambridge, R. 3. 20. ff. 45-6. (Printed by E. P. Hammond [in] Anglia, vol. xxii, Halle, 1899, pp. 371-2.)","[The wives answer]
And for oure partye þe worthy wyff of Bathe
Cane shewe statutes moo þan six or seuen
howe wyves make hir housbandes wynne heven
. . . . . . . . .
Þer pacyence was buryed long agoo
Gresyldes story recordeþe pleinly soo.",[The editress states that she is unable to fix a probable or even approximate date for this 'disguising'.]
part1_p36_a1,Vol.1,p36,[1430],medium,"Lydgate, John.","The Prohemy of a marriage betwix an olde man and a yonge wife, etc.","MS. Harl. 372, fol. 45. (Lydgate's minor poems, ed. J. O. Halliwell, 1840, Percy soc., vol. ii, p. 28.)","Remembre wele / on olde Ianuary
Which maister Chaunceres / ful seriously descryueth
And on fressh May / and how Iustyne did vary,
Fro placebo / but yet þe olde man wyueth
þus sone he wexeth blynde / & þan onthryueth
Fro worldly joye / for he sued bad doctryne;
Think on Damyan / Pluto & Proserpyne.","[Dr. H. N. MacCracken considers this poem is far more likely to be by Hoccleve than by Lydgate. See his Lydgate Canon, Philological soc. Trans. 1908, p. xliv.]"
part1_p36_a2,Vol.1,p36,[1430],medium,"Lydgate, John.","This world is a thurghefare ful of woo,","MS. Harl. 2251, fol. 249 (old no. 275 b). (Lydgate’s minor poems, ed. J. O. Halliwell, 1840, Percy soc., vol. ii, p. 128.)","O, ye maysters, that cast shal yowre looke
Vpon this dyte made in wordis playne,
Remembre sothly that I the Refreyd tooke,
Of hym that was in makynge souerayne,
My mayster Chaucier, chief poete of Bretayne,
Whiche in his tragedyes made full yore agoo,
Declared trewly and list nat for to seyne,
How this world is a thurghfare ful of woo.",
part1_p36_a3,Vol.1,p36,[1430],medium,Unknown.,"Headlines, etc.,","in MS. Addit, 35, 286, the best Ashburnham MS. of the Canterbury Tales, ff. 166, 168b, 188.","Here bigynneth Chaucers tale of syr Topas.
Here bigynneth Chaucers tale of Melibee and prudence.
Here endeth Chaucers tale of Melibee and prudence.",
